gisid	bbox
218-53	756470,2962880,756785,2963271
96-111	762259,2955275,762567,2955576
267A-195	749257,2968790,749532,2969064
199-89	757534,2967684,757881,2968021
190-212	755038,2969566,755278,2969833
173-79	758264,2964039,758552,2964333
251-205	751976,2963109,752275,2963425
248-90	752767,2963992,753117,2964275
107-1	762673,2958733,762995,2959047
262-145	754620,2965772,754888,2966059
211-56	757753,2965132,758076,2965450
175-13	758086,2964857,758396,2965152
24-113	769389,2960199,769653,2960505
200-64	757960,2967100,758262,2967379
112-27	762457,2961408,762811,2961726
193-36	754731,2969201,755053,2969438
23-151	768376,2960374,768617,2960677
157-5	759128,2963774,759395,2964095
35-29	768024,2960820,768290,2961062
97-7	761591,2955513,761921,2955847
17-31	769353,2959240,769616,2959485
117-39	762389,2959550,762704,2959852
84-45	764699,2960748,764958,2961030
116-100	761292,2959669,761616,2959982
40-40	766100,2959410,766390,2959698
94-65	762581,2956839,762855,2957112
141-100	762008,2962740,762267,2962973
190-260	755061,2969818,755313,2970125
225-12	756458,2963603,756725,2963883
75-64	764782,2957944,765026,2958209
18-20	769913,2960001,770217,2960243
36-22	766396,2961036,766642,2961285
20-104	770054,2960279,770796,2960764
104-94	762141,2957472,762443,2957777
40-256	766389,2958980,766709,2959292
165-59	758199,2960847,758518,2961206
267F-296	751207,2967921,751799,2968406
246A-47	753043,2961992,753344,2962349
142-36	760988,2962170,761245,2962442
21-25	769305,2960888,769559,2961148
174-67	758603,2964534,758885,2964809
261-203	753255,2966003,753509,2966249
75-171	764608,2958226,764852,2958483
251-30	751481,2962853,751812,2963130
102-136	761685,2956207,761992,2956498
184-135	756043,2970201,756320,2970473
75-67	764728,2957880,765055,2958138
141-6	761807,2962605,762106,2962868
191-43	755680,2969723,755950,2969959
122-175	760763,2958057,761023,2958322
94-161	762768,2956802,763064,2957130
195-147	755660,2967727,755943,2967970
251-181	752126,2962256,752430,2962562
262-90	754958,2965412,755251,2965721
234-183	753201,2964481,753554,2964748
86-65	764976,2959671,765243,2959923
133-28	760313,2960232,760568,2960507
190-217	754877,2969648,755158,2969894
205-58	756221,2965978,756501,2966280
170-19	757811,2961790,758639,2962526
33-65	767812,2960016,768094,2960369
101-168	760956,2955874,761255,2956168
206-24	756845,2965606,757158,2965913
174-17	758401,2964413,758702,2964713
207-68	756941,2965242,757322,2965582
132-116	759950,2959968,760216,2960219
124-70	761726,2958631,762044,2958935
103-66	762593,2957062,762851,2957321
201-96	757950,2966509,758219,2966804
267.3-253	748572,2968973,748930,2969358
150-88	760145,2964589,760399,2964885
264-97	753320,2967050,753763,2967539
107-98	763164,2959074,763439,2959352
146A-122	761757,2962975,762084,2963260
183-36	756809,2969603,757107,2969895
239-2	754540,2962129,754899,2962451
190-97	754999,2969565,755240,2969832
---	768256,2961243,768533,2961544
135-56	761496,2960615,761780,2960905
94-80	763021,2956834,763327,2957131
208-8	756806,2964878,757080,2965161
74-27	764911,2957806,765180,2958088
247-107	753099,2962825,753429,2963097
101-191	761376,2956570,761663,2956866
79-61	765466,2959940,765756,2960196
108-11	762900,2959963,763147,2960229
25-16	768556,2960083,768814,2960338
140-30	762055,2962324,762318,2962573
91-81	764027,2958101,764331,2958410
186-21	754836,2971230,755134,2971509
27-22	768827,2959127,769077,2959429
267B-5	748521,2968191,748827,2968454
36-16	766416,2961153,766682,2961405
141-49	762465,2962447,762748,2962702
194-68	755281,2967905,755580,2968167
117-61	762494,2959521,762798,2959808
236-68	753679,2963896,753969,2964146
104-68	761729,2957193,762023,2957497
231-19	754939,2963978,755228,2964229
201-4	757497,2966844,757790,2967169
142-70	761126,2962412,761443,2962674
75-79	764817,2958492,765128,2958768
202-132	756385,2966941,756743,2967270
142-136	761061,2962111,761303,2962364
183-126	756452,2969554,756715,2969822
17-13	769238,2959269,769519,2959516
205-31	756000,2965548,756267,2965835
97-4	761466,2955468,761787,2955777
232-58	754671,2963580,754977,2963871
181-53	758251,2967658,758542,2967951
271-20	755130,2967017,755481,2967341
80-10	765363,2960691,765673,2960967
174-22	758547,2964688,758846,2965001
103-65	762616,2957100,762879,2957364
184-31	755422,2970518,755769,2970873
230-66	755216,2964519,755490,2964789
236-98	753580,2963807,753957,2964079
157-69	758747,2962203,760062,2963799
178-59	758280,2967104,758562,2967384
198-43	757077,2967879,757381,2968173
76-73	765358,2959133,765631,2959424
198-35	756747,2968210,757009,2968500
214-30	757912,2963564,758186,2963861
34-77	767872,2960369,768117,2960615
149-23	760445,2964263,760738,2964597
195-54	755932,2968201,756203,2968510
34-149	767549,2960334,767805,2960562
92-119	763587,2957165,764177,2957777
94-58	762824,2956603,763183,2956959
140-7	761766,2962381,762066,2962641
214-14	757701,2963621,757974,2963933
199-51	757216,2967326,757521,2967620
150-18	760363,2964640,760622,2964905
134-3	760353,2960494,760713,2960876
192-128	756000,2969429,756290,2969726
195-95	755498,2968135,755797,2968389
220-107	756522,2962351,756848,2962703
87-45	764390,2960450,764646,2960709
107-55	763268,2959224,763534,2959485
170-30	757595,2962097,757901,2962401
267.3-267	750143,2968057,750647,2968527
151-50	760001,2964940,760256,2965186
35-98	768090,2960725,768339,2960949
77-17	765066,2959615,765320,2959856
---	762027,2956747,762383,2957129
39-134	766936,2959779,767204,2960085
202-56	756895,2966584,757238,2966912
149-88	760716,2964182,761005,2964464
177-71	758798,2966148,759105,2966481
263-134	754031,2965189,754322,2965459
202-19	756745,2966876,757053,2967191
101-205	761148,2956805,761435,2957083
248-17	752743,2964039,753104,2964323
193-8	754456,2968994,754780,2969300
178-36	758528,2966819,758786,2967090
133-61	759937,2960279,760314,2960688
140-149	761456,2961795,761798,2962112
116-107	761397,2960096,761656,2960395
24-94	769144,2960232,769460,2960566
242A-113	753466,2960934,753768,2961262
117-73	762625,2959694,762968,2960040
152-51	758967,2966114,759581,2966697
256-107	750019,2962571,750301,2962848
155-5	759260,2964848,759523,2965164
75-118	764694,2957817,765048,2958112
70-87	764888,2957394,765237,2957719
134-39	760805,2960197,761180,2960547
214-54	757793,2963401,758081,2963706
229-164	755494,2964925,755802,2965246
150-62	760467,2964435,760720,2964712
132-110	760250,2959548,760491,2959805
89-64	764413,2958786,764705,2959099
121-70	760787,2959127,761043,2959415
151-63	760140,2964975,760381,2965226
104-134	761997,2957630,762262,2957904
191-19	755499,2969648,755772,2969885
92-127	763391,2956767,764034,2957445
125-36	761541,2957833,761845,2958094
114A-107	763489,2961189,763783,2961469
85-80	765120,2960977,765391,2961231
35-27	768038,2960847,768305,2961090
34-122	767585,2960521,767842,2960759
109-94	763645,2960255,763880,2960493
86-113	764834,2959954,765093,2960215
106-105	762959,2958063,763428,2958478
122-15	760665,2958106,760935,2958368
212-26	758092,2964117,758382,2964428
233-117	754378,2964226,754661,2964487
102-94	761258,2955543,761543,2955835
181-60	758549,2967568,758855,2967875
130-73	760323,2958334,760647,2958582
246A-55	753151,2961895,753441,2962124
127-165	760596,2956589,760940,2956873
103-111	762410,2957166,762676,2957433
192-122	756380,2969128,756667,2969419
194-5	755131,2968249,755430,2968503
174-66	758676,2964555,758983,2964784
190-202	754718,2969537,755040,2969840
105-44	762577,2957875,762854,2958142
173-75	758611,2963993,758941,2964294
174-51	758156,2964150,758480,2964476
162-36	758561,2960562,758894,2960865
44-93	767596,2957849,768138,2958779
114-4	763058,2960480,763408,2960799
178-14	758156,2967149,758469,2967446
87-73	764387,2959927,764708,2960195
233-166	753847,2964168,754121,2964414
44-102	767690,2957136,768886,2957537
115-16	762379,2959989,762731,2960340
209-67	757227,2965692,757550,2965980
174-25	758622,2964700,758994,2964958
100-16	760627,2955561,760897,2955836
182-86	757314,2968517,757748,2969039
36-40	766663,2961258,766922,2961501
233-62	754139,2964466,754425,2964727
179-45	758675,2967513,758967,2967804
66-11	762517,2954756,762867,2955119
156-63	758968,2964422,759223,2964753
24-135	769023,2959527,769278,2959759
135-10	760977,2960860,761292,2961174
98-52	761321,2954678,761655,2954997
23-113	768296,2960528,768534,2960792
193-97	755030,2968565,755273,2968867
156-53	759082,2963945,759346,2964286
190-23	755333,2970019,755607,2970257
87-121	764260,2959577,764555,2959898
86-72	764762,2959815,765035,2960091
39-95	766588,2959764,766857,2960076
26-88	768741,2959295,768981,2959596
255-54	749519,2961851,749775,2962129
167-75	757064,2961675,757373,2961924
230-17	754895,2964571,755189,2964881
263-121	753973,2965090,754276,2965380
104-67	761759,2957162,762062,2957471
106-29	762866,2957424,763131,2957684
84-65	764466,2961088,764769,2961368
27-82	768734,2958742,769139,2959180
53-64	765779,2956864,766170,2957244
82-73	765128,2961509,765397,2961770
34-33	767914,2960445,768154,2960708
199-108	757102,2967149,757409,2967436
25-113	768631,2959922,768887,2960162
196-35	755869,2968480,756260,2968826
76-124	765407,2958728,765678,2958986
251-247	751872,2962054,752183,2962379
94-12	762429,2956123,762708,2956416
229-7	755323,2965161,755677,2965477
233-115	754338,2964151,754595,2964456
230-7	755076,2964697,755342,2964957
94-165	762418,2956437,762727,2956746
119-97	761762,2959090,762043,2959377
200-47	758128,2967391,758425,2967703
102-97	761691,2955940,761966,2956207
77-39	765555,2959391,765866,2959705
166-10	757005,2961364,757288,2961639
185-27	754779,2971473,755102,2971798
217-13	756588,2962464,757111,2962983
150-126	760388,2964474,760675,2964765
188-144	754379,2970385,754688,2970647
221-62	755387,2961980,755656,2962241
101-160	761020,2955970,761349,2956295
109-11	763699,2960208,763971,2960465
155-33	758896,2964778,759385,2965070
124-89	762188,2958302,762480,2958593
263-90	754441,2964787,754758,2965065
21-33	769493,2960854,769753,2961110
193-216	754728,2969237,754970,2969519
102-30	761491,2955957,761762,2956228
120-106	761548,2959275,761810,2959520
74-11	764887,2957884,765166,2958148
150-143	759858,2964820,760105,2965074
184-43	755657,2970865,756019,2971174
269-21	754177,2968918,754502,2969170
193-163	755074,2969244,755331,2969475
17-85	769368,2959256,769633,2959511
263-97	754429,2964622,754721,2964943
234-87	753297,2964695,753654,2964974
237-44	754015,2963697,754332,2963965
193-29	754334,2969141,754654,2969370
229-96	755138,2965145,755480,2965471
58-74	765863,2955688,766197,2956012
176-1	757822,2965693,758124,2965998
98-4	761015,2954901,761309,2955183
235-84	753260,2963164,753696,2963513
78-104	765827,2960167,766087,2960430
190-87	755036,2969653,755279,2969918
181-37	757749,2967874,758064,2968216
232-7	754681,2963263,755037,2963687
34-37	767895,2960503,768159,2960743
251-41	751895,2963215,752203,2963536
55-18	763950,2955703,764415,2956103
184-73	755670,2970419,755946,2970690
131-43	760356,2959185,760610,2959467
223-39	755305,2963194,755651,2963533
215-9	757559,2963109,757855,2963414
127-97	761238,2957308,761509,2957577
180-74	758744,2967761,759051,2968087
170-4	757813,2962312,758288,2962748
180-71	758592,2968015,758931,2968348
235-83	753529,2962345,753916,2962692
221-54	755498,2961970,755794,2962228
33-31	768031,2960076,768273,2960333
135-14	760826,2960791,761114,2961111
172-50	757858,2962914,758210,2963222
33-111	767152,2959490,767510,2960431
182-42	757627,2968397,757891,2968669
255-80	749967,2962458,750250,2962740
234-83	753256,2964851,753613,2965128
116-13	761025,2959895,761340,2960193
267E-234	750428,2967293,750876,2967805
125-4	761429,2957973,761691,2958276
177-51	757994,2966301,758352,2966623
203B-24	756368,2966737,756667,2967017
116-116	761342,2960223,761629,2960528
223-20	755836,2963434,756215,2963729
101-165	760666,2956138,760947,2956413
199-138	756885,2967238,757119,2967503
97-47	761997,2956019,762273,2956296
119-91	761706,2959246,762022,2959533
184-88	755860,2970800,756173,2971095
36-204	767327,2961106,767565,2961348
230-94	754872,2964734,755182,2965060
193-14	754467,2968747,754788,2969001
36-67	767238,2961320,767479,2961604
97-99	761449,2955481,761711,2955736
251-15	751671,2962283,751996,2962561
79-81	765589,2960032,765880,2960288
129-33	760399,2957208,760677,2957477
267A-231	748495,2968283,748788,2968576
62-34	763007,2954391,763650,2955085
166-15	757291,2961332,757570,2961600
142-82	760894,2962042,761161,2962313
261-194	753831,2965847,754137,2966110
253-138	750934,2962726,751231,2963003
188-64	754374,2970843,754673,2971085
210-17	757428,2965804,757719,2966095
78-22	765900,2959361,766179,2959634
124-86	761795,2958638,762072,2958913
34-95	767561,2960397,767817,2960626
103-21	762059,2956686,762462,2957103
98-20	761225,2955175,761527,2955468
150-139	759895,2964750,760186,2965020
106-46	762830,2957770,763130,2958079
102-77	761658,2956540,761969,2956858
195-67	756131,2968102,756429,2968344
206-61	756810,2965510,757077,2965785
129-30	760358,2957296,760664,2957599
84-23	764860,2961105,765116,2961372
34-18	767742,2960474,767975,2960727
267B-206	749118,2968510,749418,2968812
257-29	749526,2963270,749805,2963519
188-135	754296,2970397,754541,2970650
240-34	754066,2961812,754341,2962152
189-82	755253,2970395,755524,2970635
185-23	754702,2971594,755028,2971878
174-85	758514,2964415,758820,2964699
201.5-78	756994,2965799,757244,2966079
113-6	762901,2960813,763285,2961177
36-77	767047,2961237,767293,2961518
43-71	767234,2957687,767700,2958121
236-117	753683,2963938,753969,2964220
115-29	761679,2960463,761969,2960737
253-155	750522,2963079,750827,2963413
193-98	754989,2968568,755233,2968865
74-135	765061,2958501,765361,2958754
188-49	754228,2970497,754540,2970746
26-115	768430,2959342,768686,2959588
141-53	762295,2962566,762565,2962834
120-31	761366,2959054,761673,2959366
84-101	764362,2960959,764745,2961457
182-4	756951,2969104,757258,2969423
116-35	761834,2959799,762181,2960177
230-143	754826,2964215,755125,2964495
32-52	767332,2959348,767700,2959984
247-203	752773,2962699,753044,2963018
206-53	756328,2965602,756633,2965881
112-117	762535,2961106,762827,2961405
167-65	757651,2961653,757971,2961960
147-36	760805,2963527,761116,2963841
85-41	765070,2960605,765381,2960887
90-161	763140,2958367,763465,2958699
142-25	761153,2962520,761440,2962833
130-12	760307,2958004,760592,2958319
34-24	767910,2960588,768169,2960855
140-125	761720,2962399,761988,2962733
82-22	765236,2961540,765533,2961810
105-23	762280,2957903,762602,2958197
94-82	762960,2956853,763230,2957126
110-45	764021,2960568,764354,2960871
198-23	756780,2968294,757100,2968593
176-87	758489,2965800,758748,2966144
75-41	764662,2958335,764948,2958602
150-74	759973,2964258,760243,2964549
77-88	765902,2959054,766157,2959312
253-134	750867,2962555,751163,2962830
261-77	753341,2966081,753726,2966442
34-69	767917,2960274,768182,2960521
114-49	763433,2960599,763738,2960876
33-54	767611,2960100,767872,2960332
146-86	760995,2962738,761333,2963015
262-82	754432,2965590,754732,2965871
113-61	763132,2961106,763442,2961379
90-150	763872,2958979,764119,2959244
141-88	761578,2962492,761901,2962752
149-119	760327,2964101,760590,2964352
79-48	765388,2960014,765666,2960278
84-55	764780,2961008,765053,2961257
190-42	754438,2969547,754761,2969823
183-60	756780,2969308,757093,2969633
118-27	762502,2959129,762821,2959441
